filename	ncbi_accession	taxonomy
GCA_023261345.1_ASM2326134v1_genomic	GCA_023261345.1	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__ARS49;g__JAHFOI01;s__JAHFOI01 sp023261345
GCA_023261745.1_ASM2326174v1_genomic	GCA_023261745.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__ARK-15;f__ARK-15;g__JAGDXR01;s__JAGDXR01 sp023261745
GCA_023261755.1_ASM2326175v1_genomic	GCA_023261755.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__ARK-15;f__ARK-15;g__ARK-15;s__ARK-15 sp023261755
GCA_023261805.1_ASM2326180v1_genomic	GCA_023261805.1	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Parvarchaeales;f__Parvarchaeaceae;g__JAGDXV01;s__JAGDXV01 sp023261805
GCA_023261815.1_ASM2326181v1_genomic	GCA_023261815.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria_A;o__Caldarchaeales;f__Wolframiiraptoraceae;g__Wolframiiraptor;s__Wolframiiraptor sinensis
GCA_023261845.1_ASM2326184v1_genomic	GCA_023261845.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria_A;o__Caldarchaeales;f__Wolframiiraptoraceae;g__Terraquivivens;s__Terraquivivens tengchongensis
GCA_023264635.1_ASM2326463v1_genomic	GCA_023264635.1	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__JACQSS01;g__JACQSS01;s__JACQSS01 sp023264635
GCA_023264875.1_ASM2326487v1_genomic	GCA_023264875.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosarchaeum;s__Nitrosarchaeum sp023264875
GCA_023265135.1_ASM2326513v1_genomic	GCA_023265135.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosarchaeum;s__Nitrosarchaeum sp023265135
GCA_023265395.1_ASM2326539v1_genomic	GCA_023265395.1	d__Archaea;p__Thermoplasmatota;c__DTKX01;o__DTKX01;f__JAHFTX01;g__JAHFTX01;s__JAHFTX01 sp023265395
GCA_023265685.1_ASM2326568v1_genomic	GCA_023265685.1	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GW2011-AR9;g__JACPIK01;s__JACPIK01 sp023265685
GCA_023265925.1_ASM2326592v1_genomic	GCA_023265925.1	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GW2011-AR9;g__JAHFRS01;s__JAHFRS01 sp023265925
GCA_023266155.1_ASM2326615v1_genomic	GCA_023266155.1	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GW2011-AR9;g__JAHFRS01;s__JAHFRS01 sp023266155
GCA_023266475.1_ASM2326647v1_genomic	GCA_023266475.1	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GW2011-AR4;g__GCA-2688775;s__GCA-2688775 sp023266475
GCA_023266675.1_ASM2326667v1_genomic	GCA_023266675.1	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__BM511;g__JAHFPP01;s__JAHFPP01 sp023266675
GCA_023266895.1_ASM2326689v1_genomic	GCA_023266895.1	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__ARS49;g__JAHFOI01;s__JAHFOI01 sp023266895
GCA_023266955.1_ASM2326695v1_genomic	GCA_023266955.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__JAHFOH01;g__JAHFOH01;s__JAHFOH01 sp023266955
GCA_023267795.1_ASM2326779v1_genomic	GCA_023267795.1	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__DSVV01;g__JACRPI01;s__JACRPI01 sp023267795
GCA_023267855.1_ASM2326785v1_genomic	GCA_023267855.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria_A;o__Caldarchaeales;f__Wolframiiraptoraceae;g__Geocrenenecus;s__Geocrenenecus dongiae
GCA_023267885.1_ASM2326788v1_genomic	GCA_023267885.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria_A;o__Caldarchaeales;f__Wolframiiraptoraceae;g__Terraquivivens;s__Terraquivivens ruidianensis
GCA_023268715.1_ASM2326871v1_genomic	GCA_023268715.1	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O1;s__MGIIb-O1 sp023268715
GCA_023269235.1_ASM2326923v1_genomic	GCA_023269235.1	d__Archaea;p__Thermoplasmatota;c__E2;o__JACPAO01;f__JAHFTW01;g__JAHFTW01;s__JAHFTW01 sp023269235
GCA_023269295.1_ASM2326929v1_genomic	GCA_023269295.1	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__UBA10216;g__UBA10216;s__UBA10216 sp023269295
GCA_023269735.1_ASM2326973v1_genomic	GCA_023269735.1	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermofilales;f__Thermofilaceae;g__JANXEW01;s__JANXEW01 sp023269735
GCA_023269765.1_ASM2326976v1_genomic	GCA_023269765.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Desulfurococcaceae;g__UBA285;s__UBA285 sp023269765
GCA_023269825.1_ASM2326982v1_genomic	GCA_023269825.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Desulfurococcaceae;g__UBA285;s__UBA285 sp023269825
GCA_023269855.1_ASM2326985v1_genomic	GCA_023269855.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria_A;o__Caldarchaeales;f__Wolframiiraptoraceae;g__Geocrenenecus;s__Geocrenenecus sp023269855
GCA_023269865.1_ASM2326986v1_genomic	GCA_023269865.1	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__Korarchaeales;f__Korarchaeaceae;g__Methanodesulfokores;s__Methanodesulfokores sp023269865
GCA_023269935.1_ASM2326993v1_genomic	GCA_023269935.1	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermoproteales;f__Thermocladiaceae;g__Thermocladium;s__Thermocladium sp023269935
GCA_023269965.1_ASM2326996v1_genomic	GCA_023269965.1	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Parvarchaeales;f__Parvarchaeaceae;g__Acidifodinimicrobium;s__Acidifodinimicrobium sp023269965
GCA_023270015.1_ASM2327001v1_genomic	GCA_023270015.1	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__CABMGC01;g__JAGDXZ01;s__JAGDXZ01 sp023270015
GCA_023270055.1_ASM2327005v1_genomic	GCA_023270055.1	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__CABMGC01;g__JAGDYB01;s__JAGDYB01 sp023270055
GCA_023270155.1_ASM2327015v1_genomic	GCA_023270155.1	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__Heimdallarchaeaceae;g__UBA460;s__UBA460 sp023270155
GCA_023276355.1_ASM2327635v1_genomic	GCA_023276355.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Haloplanus;s__Haloplanus sp023276355
GCA_023378805.1_ASM2337880v1_genomic	GCA_023378805.1	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Parvarchaeales;f__Parvarchaeaceae;g__Parvarchaeum;s__Parvarchaeum sp023378805
GCA_023378865.1_ASM2337886v1_genomic	GCA_023378865.1	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Parvarchaeales;f__Parvarchaeaceae;g__Parvarchaeum;s__Parvarchaeum sp023378865
GCA_023379055.1_ASM2337905v1_genomic	GCA_023379055.1	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__CABMGC01;g__JAJZNA01;s__JAJZNA01 sp023379055
GCA_023379075.1_ASM2337907v1_genomic	GCA_023379075.1	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__CABMGC01;g__JAMCSO01;s__JAMCSO01 sp023379075
GCA_023379345.1_ASM2337934v1_genomic	GCA_023379345.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__UBA509;s__UBA509 sp023379345
GCA_023379355.1_ASM2337935v1_genomic	GCA_023379355.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__JAMCUD01;s__JAMCUD01 sp023379355
GCA_023379385.1_ASM2337938v1_genomic	GCA_023379385.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__UBA184;f__JAMCUS01;g__JAMCUS01;s__JAMCUS01 sp023379385
GCA_023379435.1_ASM2337943v1_genomic	GCA_023379435.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__WAQW01;s__WAQW01 sp023379435
GCA_023379555.1_ASM2337955v1_genomic	GCA_023379555.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__GCA-001856825;g__GCA-001856825;s__GCA-001856825 sp023379555
GCA_023379805.1_ASM2337980v1_genomic	GCA_023379805.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__JACPRH01;g__JACPRH01;s__JACPRH01 sp023379805
GCA_023379825.1_ASM2337982v1_genomic	GCA_023379825.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__UBA447;s__UBA447 sp023379825
GCA_023379845.1_ASM2337984v1_genomic	GCA_023379845.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__UBA582;s__UBA582 sp023379845
GCA_023379855.1_ASM2337985v1_genomic	GCA_023379855.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__JAMCPN01;s__JAMCPN01 sp023379855
GCA_023380435.1_ASM2338043v1_genomic	GCA_023380435.1	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Parvarchaeales;f__Parvarchaeaceae;g__JAMCRB01;s__JAMCRB01 sp023380435
GCA_023380585.1_ASM2338058v1_genomic	GCA_023380585.1	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Parvarchaeales;f__Parvarchaeaceae;g__JAMCRN01;s__JAMCRN01 sp023380585
GCA_023380615.1_ASM2338061v1_genomic	GCA_023380615.1	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Parvarchaeales;f__Parvarchaeaceae;g__Parvarchaeum;s__Parvarchaeum sp023380615
GCA_023380795.1_ASM2338079v1_genomic	GCA_023380795.1	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__Micrarchaeaceae;g__Micrarchaeum_A;s__Micrarchaeum_A sp023380795
GCA_023381255.1_ASM2338125v1_genomic	GCA_023381255.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Conexivisphaerales;f__UBA164;g__UBA164;s__UBA164 sp023381255
GCA_023381355.1_ASM2338135v1_genomic	GCA_023381355.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Cuniculiplasma;s__Cuniculiplasma sp023381355
GCA_023381415.1_ASM2338141v1_genomic	GCA_023381415.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__GCA-001856825;g__GCA-001856825;s__GCA-001856825 sp023381415
GCA_023393455.1_ASM2339345v1_genomic	GCA_023393455.1	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoculleaceae;g__Methanoculleus;s__Methanoculleus sp023393455
GCA_023396065.1_ASM2339606v1_genomic	GCA_023396065.1	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanocorpusculaceae;g__Methanocorpusculum;s__Methanocorpusculum sp023396065
GCA_023396365.1_ASM2339636v1_genomic	GCA_023396365.1	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanomicrobium;s__Methanomicrobium sp023396365
GCA_023397215.1_ASM2339721v1_genomic	GCA_023397215.1	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__GW2011-AR1;g__JAGVXH01;s__JAGVXH01 sp023397215
GCA_023399215.1_ASM2339921v1_genomic	GCA_023399215.1	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina sp023399215
GCA_023402275.1_ASM2340227v1_genomic	GCA_023402275.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanoplasma;s__Methanoplasma sp023402275
GCA_023409695.1_ASM2340969v1_genomic	GCA_023409695.1	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_D;s__Methanobacterium_D sp023409695
GCA_023411115.1_ASM2341111v1_genomic	GCA_023411115.1	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_D;s__Methanobacterium_D sp023411115
GCA_023430285.1_ASM2343028v1_genomic	GCA_023430285.1	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__Methanobacterium_B sp023430285
GCA_023434825.1_ASM2343482v1_genomic	GCA_023434825.1	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_D;s__Methanobacterium_D sp023434825
GCA_023436075.1_ASM2343607v1_genomic	GCA_023436075.1	d__Archaea;p__Halobacteriota;c__Methanocellia;o__Methanocellales;f__Methanocellaceae;g__Methanocella_A;s__Methanocella_A sp023436075
GCA_023436175.1_ASM2343617v1_genomic	GCA_023436175.1	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_D;s__Methanobacterium_D sp023436175
GCA_023436625.1_ASM2343662v1_genomic	GCA_023436625.1	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoculleaceae;g__Methanoculleus;s__Methanoculleus sp023436625
GCA_023440975.1_ASM2344097v1_genomic	GCA_023440975.1	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__UBA412;s__UBA412 sp023440975
GCA_023457135.1_ASM2345713v1_genomic	GCA_023457135.1	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoculleaceae;g__Methanoculleus;s__Methanoculleus sp023457135
GCA_023473255.1_ASM2347325v1_genomic	GCA_023473255.1	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__Micrarchaeaceae;g__JAMCYW01;s__JAMCYW01 sp023473255
GCA_023473395.1_ASM2347339v1_genomic	GCA_023473395.1	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__Micrarchaeaceae;g__Micrarchaeum_A;s__Micrarchaeum_A sp023473395
GCA_023473425.1_ASM2347342v1_genomic	GCA_023473425.1	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__Micrarchaeaceae;g__JAMCYG01;s__JAMCYG01 sp023473425
GCA_023473665.1_ASM2347366v1_genomic	GCA_023473665.1	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__Micrarchaeaceae;g__JAMCYM01;s__JAMCYM01 sp023473665
GCA_023474155.1_ASM2347415v1_genomic	GCA_023474155.1	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__Micrarchaeaceae;g__JAJZMY01;s__JAJZMY01 sp023474155
GCA_023474385.1_ASM2347438v1_genomic	GCA_023474385.1	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__Micrarchaeaceae;g__JAMCYB01;s__JAMCYB01 sp023474385
GCA_023474775.1_ASM2347477v1_genomic	GCA_023474775.1	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Norongarragalinales;f__DTNV01;g__DTNV01;s__DTNV01 sp023474775
GCA_023475035.1_ASM2347503v1_genomic	GCA_023475035.1	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__GW2011-AR1;g__RBG-13-33-26;s__RBG-13-33-26 sp023475035
GCA_023476545.1_ASM2347654v1_genomic	GCA_023476545.1	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__CABMGC01;g__JAJYVH01;s__JAJYVH01 sp023476545
GCA_023484105.1_ASM2348410v1_genomic	GCA_023484105.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__JACWAH01;s__JACWAH01 sp023484105
GCA_023484805.1_ASM2348480v1_genomic	GCA_023484805.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__B-DKE;s__B-DKE sp023484805
GCA_023485295.1_ASM2348529v1_genomic	GCA_023485295.1	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__Micrarchaeaceae;g__Micrarchaeum_A;s__Micrarchaeum_A sp023485295
GCA_023485505.1_ASM2348550v1_genomic	GCA_023485505.1	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__Micrarchaeaceae;g__JAJZYD01;s__JAJZYD01 sp023485505
GCA_023485545.1_ASM2348554v1_genomic	GCA_023485545.1	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__Micrarchaeaceae;g__JAJZYW01;s__JAJZYW01 sp023485545
GCA_023485645.1_ASM2348564v1_genomic	GCA_023485645.1	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__Micrarchaeaceae;g__JAJZDT01;s__JAJZDT01 sp023485645
GCA_023485745.1_ASM2348574v1_genomic	GCA_023485745.1	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__Micrarchaeaceae;g__Micrarchaeum;s__Micrarchaeum sp023485745
GCA_023485825.1_ASM2348582v1_genomic	GCA_023485825.1	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__CABMGC01;g__JAJZOD01;s__JAJZOD01 sp023485825
GCA_023487205.1_ASM2348720v1_genomic	GCA_023487205.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__JAMDBT01;s__JAMDBT01 sp023487205
GCA_023487445.1_ASM2348744v1_genomic	GCA_023487445.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Marsarchaeales;f__Marsarchaeaceae;g__JAMDBQ01;s__JAMDBQ01 sp023487445
GCA_023487765.1_ASM2348776v1_genomic	GCA_023487765.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__JAJZOM01;s__JAJZOM01 sp023487765
GCA_023487825.1_ASM2348782v1_genomic	GCA_023487825.1	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__CABMGC01;g__JAKAUU01;s__JAKAUU01 sp023487825
GCA_023488405.1_ASM2348840v1_genomic	GCA_023488405.1	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Parvarchaeales;f__Parvarchaeaceae;g__Parvarchaeum;s__Parvarchaeum sp023488405
GCA_023488835.1_ASM2348883v1_genomic	GCA_023488835.1	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Bathyarchaeales;f__UBA233;g__Termiticorpusculum;s__Termiticorpusculum sp023488835
GCA_023488885.1_ASM2348888v1_genomic	GCA_023488885.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__JAJZOM01;s__JAJZOM01 sp023488885
GCA_023488905.1_ASM2348890v1_genomic	GCA_023488905.1	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Bathyarchaeales;f__UBA233;g__Termiticorpusculum;s__Termiticorpusculum sp023488905
GCA_023489425.1_ASM2348942v1_genomic	GCA_023489425.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Cuniculiplasma;s__Cuniculiplasma sp023489425
GCA_023489435.1_ASM2348943v1_genomic	GCA_023489435.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__JAJZOM01;s__JAJZOM01 sp023489435
GCA_023511755.1_ASM2351175v1_genomic	GCA_023511755.1	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__UBA284;g__DRVD01;s__DRVD01 sp023511755
GCA_023512225.1_ASM2351222v1_genomic	GCA_023512225.1	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Bathyarchaeales;f__UBA233;g__DSLH01;s__DSLH01 sp023512225
GCA_023539395.1_ASM2353939v1_genomic	GCA_023539395.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria_A;o__Caldarchaeales;f__Wolframiiraptoraceae;g__Geocrenenecus;s__Geocrenenecus arthurdayi
GCA_023539445.1_ASM2353944v1_genomic	GCA_023539445.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria_A;o__Caldarchaeales;f__Wolframiiraptoraceae;g__Terraquivivens;s__Terraquivivens yellowstonensis
GCA_023539495.1_ASM2353949v1_genomic	GCA_023539495.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria_A;o__Caldarchaeales;f__Wolframiiraptoraceae;g__Wolframiiraptor;s__Wolframiiraptor allenii
GCA_023544495.1_ASM2354449v1_genomic	GCA_023544495.1	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanocomedenaceae;g__QBUR01;s__QBUR01 sp023544495
GCA_023544565.1_ASM2354456v1_genomic	GCA_023544565.1	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__DQIP01;s__DQIP01 sp023544565
GCA_023544605.1_ASM2354460v1_genomic	GCA_023544605.1	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanocomedenaceae;g__QBUR01;s__QBUR01 sp023544605
GCA_023566055.1_ASM2356605v1_genomic	GCA_023566055.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Halosolutus;s__Halosolutus amylolyticus
GCA_023617305.1_ASM2361730v1_genomic	GCA_023617305.1	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_A;s__Methanobrevibacter_A smithii_A
GCA_023622545.1_ASM2362254v1_genomic	GCA_023622545.1	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Methanofastidiosales;f__Methanofastidiosaceae;g__Methanofastidiosum;s__Methanofastidiosum sp023622545
GCA_023638035.1_ASM2363803v1_genomic	GCA_023638035.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Natronocalculus;s__Natronocalculus amylovorans
GCA_023638055.1_ASM2363805v1_genomic	GCA_023638055.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natronoarchaeaceae;g__Natronoarchaeum;s__Natronoarchaeum aerophilus
GCA_023659775.1_ASM2365977v1_genomic	GCA_023659775.1	d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__Alkanophagales;f__Methanospirareceae;g__JAGXOS01;s__JAGXOS01 sp023659775
GCA_023659785.1_ASM2365978v1_genomic	GCA_023659785.1	d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__Alkanophagales;f__Methanospirareceae;g__JAGXOR01;s__JAGXOR01 sp023659785
GCA_023659865.1_ASM2365986v1_genomic	GCA_023659865.1	d__Archaea;p__B1Sed10-29;c__B1Sed10-29;o__WALL01;f__JAGXON01;g__JAGXON01;s__JAGXON01 sp023659865
GCA_023659895.1_ASM2365989v1_genomic	GCA_023659895.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__QMZS01;f__QMZS01;g__JAGXOL01;s__JAGXOL01 sp023659895
GCA_023659935.1_ASM2365993v1_genomic	GCA_023659935.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__QMZS01;f__QMZS01;g__QMZS01;s__QMZS01 sp023659935
GCA_023659975.1_ASM2365997v1_genomic	GCA_023659975.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__QMZS01;f__QMZS01;g__QMZS01;s__QMZS01 sp023659975
GCA_023684405.1_ASM2368440v1_genomic	GCA_023684405.1	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanococcoides;s__Methanococcoides seepicolus
GCA_023698535.1_ASM2369853v1_genomic	GCA_023698535.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halorientalis;s__Halorientalis regularis
GCA_023699475.1_ASM2369947v1_genomic	GCA_023699475.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halomarina;s__Halomarina rubra
GCA_023700245.1_ASM2370024v1_genomic	GCA_023700245.1	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp023700245
GCA_023700255.1_ASM2370025v1_genomic	GCA_023700255.1	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O2;s__MGIIb-O2 sp023700255
GCA_023701075.1_ASM2370107v1_genomic	GCA_023701075.1	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GW2011-AR15;g__JAMPXQ01;s__JAMPXQ01 sp023701075
GCA_023702065.1_ASM2370206v1_genomic	GCA_023702065.1	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoculleaceae;g__Methanoculleus;s__Methanoculleus sp023702065
GCA_023703775.1_ASM2370377v1_genomic	GCA_023703775.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Haloplanus;s__Haloplanus sp023703775
GCA_023703795.1_ASM2370379v1_genomic	GCA_023703795.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Haloplanus;s__Haloplanus sp023703795
GCA_023705905.1_ASM2370590v1_genomic	GCA_023705905.1	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__Heimdallarchaeaceae;g__UBA460;s__UBA460 sp023705905
GCA_023705945.1_ASM2370594v1_genomic	GCA_023705945.1	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__Heimdallarchaeaceae;g__UBA460;s__UBA460 sp023705945
